gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20713.Quantity.log2,D14.20714-40ul.Quantity.log2,D14.20715.Quantity.log2,D14.20716.Quantity.log2,D14.20717.Quantity.log2,D21.20718.Quantity.log2,D21.20719b.Quantity.log2,D21.20720.Quantity.log2,D21.20721-40ul.Quantity.log2,D21.20722.Quantity.log2,M03.20723.Quantity.log2,M03.20724.Quantity.log2,M03.20725.Quantity.log2,M03.20726-40ul.Quantity.log2,M03.20727.Quantity.log2,M06.20728b.Quantity.log2,M06.20729.Quantity.log2,M06.20730.Quantity.log2,M06.20731.Quantity.log2,M06.20732.Quantity.log2,M12.20733.Quantity.log2,M12.20734.Quantity.log2,M12.20735.Quantity.log2,M12.20736.Quantity.log2,M12.20737.Quantity.log2,M18.20740-40ul.Quantity.log2,M18.20741.Quantity.log2,M18.20742.Quantity.log2,M18.20743.Quantity.log2,M18.20744.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Bzw1,A0A087WQS2,A0A087WQS2;Q9CQC6,Basic leucine zipper and W2 domains 1,51209.83,32,30,100,16,8.250163078617883,8.608210470143192,8.915918694727475,8.93010844136386,8.612244116099484,8.11124576568584,8.091983951758678,8.369012589729904,8.442147997164389,8.422076575265569,7.925594279170867,8.44640486573325,8.426384289691043,8.537381702132581,8.923555540122319,8.707325953036763,8.573987118774387,8.486048631554956,9.090137785777817,9.240267709452592,9.18915222807762,9.057205620839545,8.906061813981184,8.761243716884358,8.796845845561242,9.129185209552968,9.11382147705234,8.912992185325267,8.832562570316705,8.427152583873333,7.774691763929778,8.39486039247408,8.30071157942213,7.939959271828319,7.640477193242545,8.280220391462127,0.01039919816774129,0.0605054961870322,0.665755616109589,FALSE,3.501989263364171,0.00557432692059295,0.0510160825295082,-0.8046729290416312,FALSE,-3.777004518953068,,regulation of translation;biological regulation,cytoplasm;cell part,
Casp8,A0A087WQT6,A0A087WQT6;O89110,Caspase 8,57820.94,11,30,100,5,6.167578630420943,6.565610265833686,6.588690646342028,6.888959999298947,6.604793319231428,6.583719485927018,6.907152810923795,5.699213410601034,6.174330044933713,5.901676669286191,6.155520216359983,6.422999054414229,6.74881452809828,6.204588307432676,6.312655877049176,7.138993562174072,6.546763430748463,6.836892605873645,6.787749849392385,6.247472393673212,6.524574952022428,6.793992683586376,6.907134469325048,6.754614036571728,6.889863194702127,7.099195612309457,6.9759600655983505,6.594749894154109,6.530432056822916,6.635801025909684,6.287023553672078,6.785916167212078,6.4286447581985575,6.992384407221041,6.604911060602507,6.106741036400911,0.11727625144160364,0.258801676286512,0.4211120159210848,FALSE,1.8285398838090656,0.9792813455577644,0.987781750505919,-0.00497116041500955,FALSE,-0.02689229023119945,binding;protein binding;enzyme binding;protein domain specific binding;ubiquitin protein ligase binding;death effector domain binding;identical protein binding;scaffold protein binding,proteolysis;metabolic process;response to external stimulus;response to abiotic stimulus;cellular process;protein metabolic process;response to chemical stimulus;macromolecule metabolic process;primary metabolic process;response to stimulus;proteolysis involved in cellular protein catabolic process;protein maturation;biological regulation,nucleoplasm;death-inducing signaling complex;macromolecular complex;protein complex;cell part,
Edem3,A0A087WR24,A0A087WR24;Q2HXL6,"alpha-1,2-Mannosidase",105899.73,20,30,100,6,5.666198137411378,5.540366635776604,5.624914859188941,5.69637255853543,5.762611749316326,6.094025865147036,5.626877496343771,5.802294386041525,5.741543209670089,5.509051418102098,5.6512241768994045,5.402997325969483,5.696061228733884,5.028958899910649,6.087040470971298,5.486775253297709,5.751372739832067,5.977892510282886,5.510290560065127,5.557638398917115,5.327380086847513,5.4787483922976445,5.942825349367085,5.816550604347352,5.822521235277387,5.421217211387677,5.611981938381403,6.068273963620573,5.83077891302779,5.189344699319509,6.1126792322323515,6.013584897924775,6.2146321716951025,5.899693521594099,6.219310347236556,6.122908387284645,0.7473488021519732,0.844121497915027,-0.04128327822243705,FALSE,-0.33852339115856556,0.00945919118117343,0.0640435607438781,0.4691110059580952,FALSE,3.696603533019565,"catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;mannosyl-oligosaccharide 1,2-alpha-mannosidase activity;binding;calcium ion binding;mannosidase activity;mannosyl-oligosaccharide mannosidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;ion binding;cation binding;metal ion binding",carbohydrate metabolic process;response to stress;metabolic process;response to chemical stimulus;primary metabolic process;response to stimulus,endoplasmic reticulum;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Fn1,A0A087WR50,A0A087WR50;Q3UHL6,Fibronectin,262842.3,72,30,100,30,8.041995904021814,6.7163700901263494,7.868305706828764,7.851817958542389,8.759750065910215,8.445487873074997,7.366434146635905,8.268281416429005,8.372366659100422,7.856599728555823,8.346297569387918,7.068113366042459,6.7848634512749095,6.1585372701150485,7.264853895011083,6.30548246818825,8.099953393326993,8.060262846581393,7.298956689987688,8.05213965129584,7.830215952951905,7.233678037691848,7.917156433042673,8.241417042741855,8.322475858819004,7.544362420416565,8.161142803315593,8.923195532736617,9.18705706594964,8.614987348284956,8.912367579264272,9.050833267633104,8.474410637562615,7.532034705369657,8.816971518066527,8.353189236743086,0.4984868540360624,0.650549205941754,-0.17369019719305,FALSE,-0.7109806502914131,0.09951497060366814,0.213463431686082,0.5771821662462333,FALSE,1.9249526796332517,pattern binding;binding;glycosaminoglycan binding;heparin binding;carbohydrate binding;polysaccharide binding,response to stress;cell adhesion;cellular process;biological adhesion;response to stimulus;biological regulation,extracellular region,
Mndal,A0A087WRA4,A0A087WRA4;D0QMC3,Myeloid nuclear differentiation antigen like,54817.9,11,21,70,5,3.947255258119544,,4.287707099512069,4.560164385652945,4.241235633545903,4.451387229211051,4.436505303074366,,,4.362394283296176,3.0428661879880914,,,,,,5.148506528365499,4.178145239850089,3.921956130355698,3.8478556445554073,4.342071954433652,4.645909164330478,5.1156096644401154,3.85557921039679,4.700939069330543,4.4827848197668,4.051286951821801,3.727425371106345,4.202453581707531,4.9621234192532855,4.262888843840558,,4.1651715279793615,4.092378905903333,,5.096611253750456,0.1429841640155865,0.292403346663992,1.0402500426876848,FALSE,1.7163051514157912,0.32630712623687785,0.464963157355551,-0.5899089518840048,FALSE,-1.0741795798036538,,immune system process;cellular process;response to chemical stimulus;response to stimulus;biological regulation,,
Slc39a10,A0A087WRC8,A0A087WRC8,"Solute carrier family 39 (zinc transporter), member 10 (Fragment)",16868.87,4,30,100,3,5.843081154900224,5.726335409660271,5.235608777019523,4.996590953237799,5.351391470398997,5.544843220468484,5.755791516387596,6.40372045268152,6.036742587984842,5.342483137068792,5.676668080378369,4.987498835524637,5.618144282771289,5.963488446971735,6.788263599958302,5.274281883075391,4.822646874337184,5.031869942396801,4.909497696901145,6.2878739692508105,5.126155402211674,5.211911013478313,4.528844552860883,5.949354127291487,5.239083216467975,4.0537618560903415,4.938824092053339,5.484246887762635,5.197040122044614,5.743419130802594,5.393427119331802,6.170935141341831,5.2534403980077435,4.599344457006313,6.079339754153887,5.6211563518326475,0.10150925760424397,0.235532892499132,-0.6074723778807005,FALSE,-1.8857919442613311,0.45493412440048064,0.588374275110672,0.30923444344896023,FALSE,0.785453433170068,,,,
Adhfe1,A0A087WRE7,A0A087WRE7;Q8R0N6,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment)",,20,30,100,6,6.9484880527614,7.505890011071571,8.473736872561897,8.18137496632076,7.667235572072113,8.431660950420522,6.143466984595842,6.6439232201755205,7.009535639947473,7.553793326060159,7.391721093028002,7.115759823381179,7.2748417811842785,7.767403533191704,7.710664361646289,7.6607805559544,8.14552468764751,8.390882931435932,8.777970416426204,8.477550401873447,8.576755925426399,8.705352482029141,7.856719870558856,7.699736164035916,8.353642084175082,8.291424230804804,7.288499025574251,7.429306614454425,7.43907286567599,7.922491036770743,8.256808317885154,8.339655806539628,7.691250773573332,9.003339303143463,8.63678468170778,8.487274187138407,0.00222090535116664,0.0271187215346445,1.5252488198004972,TRUE,5.523275559328933,0.8664931586519654,0.918121756498023,-0.04207592214137534,FALSE,-0.17574168626539094,"catalytic activity;alcohol dehydrogenase (NAD) activity;binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;ion binding;cation binding;metal ion binding;hydroxyacid-oxoacid transhydrogenase activity",,mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Agap1,A0A087WRF2,A0A087WRF2;Q8BXK8,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",89021.34,3,27,90,2,4.223910085181723,4.533563408066229,4.5268426287707,3.862266167424846,4.217340465834608,4.221483204088222,4.9197557017947195,3.719574633475752,3.6055675704917913,4.474374615280979,4.400277904865371,3.353034396005908,4.892580150423511,5.244086503810212,4.4437834438662245,4.734332546225289,4.249996193814237,4.206082214219375,4.417307474352932,5.63072949306943,4.130097768397524,2.833290358361481,4.50282270116581,,3.853892695592251,4.2590589145798425,3.36800295415688,4.754475092523765,3.703324130444061,5.270859481900465,3.990040670147871,4.580111092084815,4.170710404366047,3.913628115813805,,,0.4405396886738748,0.598204498893123,0.3029325435889767,FALSE,0.8122008110285337,0.28205307720923645,0.423185423368425,-0.3627639666265834,FALSE,-1.1957683898149165,"nucleotide binding;catalytic activity;GTPase activity;GTPase activator activity;binding;GTP binding;enzyme activator activity;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;guanyl nucleotide binding;enzyme regulator activity;GTPase regulator activity;ribonucleotide binding;purine ribonucleotide binding;guanyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding;nucleoside-triphosphatase regulator activity",,,
Faim,A0A087WRH2,A0A087WRH2,Fas apoptotic inhibitory molecule (Fragment),19632.28,6,25,83.3,2,4.520516392615699,4.74910223622736,5.138872639598676,4.9934935639738915,4.545095370969135,4.6253650022750366,4.047639000846817,4.411618951700443,,5.612282243746377,4.010525374169161,5.340794655405826,4.825141343829154,4.52173053978577,3.8322987071674497,5.2255459349486015,5.480661779100075,4.569902763392822,4.933559106494542,5.593097917903282,5.117141631102662,5.386854752386151,4.290647755335993,5.061725347496728,5.234746400676695,,4.719876854120073,4.342599646898813,4.57280961188852,,,4.431626142424863,4.251824766432173,4.489961239696263,5.328047860546846,,0.10754103095190784,0.245072607769583,1.0000650904954336,FALSE,1.9443421913594348,0.06545240272886826,0.165787979726549,-0.7016218817992073,FALSE,-2.1722993156996058,,biological regulation,,
Itm2c,A0A087WRM2,A0A087WRM2;Q91VK4,Integral membrane protein 2,26179.08,4,29,96.7,2,4.802493582651309,4.440298450551921,4.242706469597329,4.52840935347817,4.6903936960513635,5.102170335707638,5.015364515521228,4.604138626151646,4.650576509575589,4.715301478048471,5.027086783959609,4.74968256663266,4.067269894294773,4.949763940073399,4.386782802864649,4.04799304889413,4.860407490759636,4.480782436942824,3.6746323688191103,,3.955003581867748,3.808939338646773,4.354785281770047,5.629355952995234,4.5170527504202695,4.331913443558526,4.0071900184841995,4.548438365100622,4.584955506743069,4.840918593668935,5.470465996259994,5.633413675502215,5.16616906026571,4.4562167793349845,4.576582259380621,5.67846990405466,0.0961300436979202,0.227271581434815,-0.9459070982444606,FALSE,-2.117424260988229,0.04646942131765515,0.136390146898314,1.2455838513007895,FALSE,2.457622982228229,,,plasma membrane;membrane;cell part,
Fat1,A0A087WRT4,A0A087WRT4;A0A1L1SQU7;F2Z4A3,FAT atypical cadherin 1,507530.97,15,17,56.7,4,3.967822351625344,3.323737553211365,4.233703927054222,3.539942260446932,3.9990547523755593,5.0482572089955084,,,3.9311454369586176,,4.00449926629207,2.7274884213810933,3.919986685041637,,,,4.095426803466334,4.371981050642109,,,,,,4.025505595272356,3.054378925621508,,3.5274821366339855,3.977350505637136,3.648939122327299,4.1760437624074225,4.665458234871956,4.463909469465023,5.1224365505316465,,5.379193783276103,5.227489032709262,,,,FALSE,,0.14834946825448203,0.274580618073726,1.1917893206007273,FALSE,1.5996643438598313,binding;calcium ion binding;ion binding;cation binding;metal ion binding,cell morphogenesis;organelle organization;cytoskeleton organization;cell adhesion;establishment or maintenance of cell polarity;anatomical structure morphogenesis;cellular process;cellular component organization;biological adhesion;cell differentiation;developmental process;cellular component morphogenesis;anatomical structure development,nucleus;plasma membrane;membrane;filopodium;cell projection;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Nucks1,A0A087WRY3,A0A087WRY3;Q80XU3,Nuclear casein kinase and cyclin-dependent kinase substrate 1,26184.16,5,24,80,2,8.017397857670007,7.982798656641933,7.144475524366399,6.900494792729383,6.514547835030797,5.337519825216138,7.794020654968275,8.680779079208888,7.621551450004702,8.652475859991547,7.338162244176623,7.863825848421311,7.570376893126114,7.612915166872902,9.136752420739144,7.730122954050198,7.197363094189988,5.654770180707396,7.193834535433456,8.345108495497644,7.331301316003509,6.592865203959479,7.158424937828056,7.501074608264932,6.0947122196808206,7.155396993913627,,6.740858393078382,6.210827976790652,6.591957135223355,,,,5.337519825216138,,,0.13228184048728464,0.278005073315604,-0.8729223333036078,FALSE,-1.7099318584873555,0.00122026490928928,0.0310319699704131,-3.8005748779566786,TRUE,-5.132109082220374,,,,
Stat1,A0A087WSP5,A0A087WSP5;Q8C3V4,Signal transducer and activator of transcription,88032.49,44,30,100,17.5,6.8524579932616065,6.741656781960001,7.518193199420149,7.283767161171292,7.644686144756227,7.672747447567838,8.33532478894495,6.075675485165873,6.272493958725239,6.983174807193171,6.595620926278798,6.9333927854231545,6.867717534398144,6.592898385949127,6.575080202381425,6.739195001648149,7.677833818483654,7.5139517516884045,7.726437188905594,7.235716993523282,7.437026244499809,7.265186939250355,7.449285823435268,7.318421996057448,7.096467935654821,7.289473111458567,7.34586555060897,7.410241323791703,7.564844457815866,7.480165114683584,8.422314276881018,7.730695880611168,7.711116694799568,7.349768908955448,7.767266219677901,7.804889533795109,0.1742509345355422,0.331060217087166,0.6657352061585424,FALSE,1.6201474008640546,0.2359841369250587,0.375333428952873,0.15455424814768914,FALSE,1.2817579774705208,regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;RNA polymerase II core promoter sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;core promoter proximal region sequence-specific DNA binding;RNA polymerase II regulatory region DNA binding;core promoter sequence-specific DNA binding;core promoter binding;regulatory region nucleic acid binding;nucleic acid binding transcription factor activity;core promoter proximal region DNA binding;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;receptor binding;cytokine receptor binding;tumor necrosis factor receptor binding;binding;protein binding;ligand-dependent nuclear receptor binding;enzyme binding;tumor necrosis factor receptor superfamily binding;histone acetyltransferase binding;histone binding;identical protein binding;protein homodimerization activity;sequence-specific DNA binding;transcription regulatory region DNA binding;protein dimerization activity,immune system process;response to stress;signal transduction;response to biotic stimulus;cellular process;cell differentiation;developmental process;response to chemical stimulus;homeostatic process;interspecies interaction between organisms;anatomical structure development;response to stimulus;multi-organism process;biological regulation,nucleoplasm;transcription factor complex;nucleolus;cytosol;macromolecular complex;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;protein complex;cell part,Chemokine signaling pathway;Osteoclast differentiation;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;Leishmaniasis;Toxoplasmosis;ko05152;Hepatitis C;Measles;Pathways in cancer;Pancreatic cancer
Gcdh,A0A0A0MQ68,A0A0A0MQ68;Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial",49570.03,22,30,100,9,8.042642580345852,8.384442093912895,8.504831104216631,8.233135255799166,8.215769481586106,8.610182301177426,7.640734011628594,8.156081687162589,8.238959205058212,8.147472947896608,8.029965049983263,8.403005650295418,8.324442764938473,8.163406909051957,8.67372367847484,8.357631466803792,8.501249464300155,8.610906785111398,8.61635409982866,8.294031725014241,8.5016134468287,8.509876825786984,8.28507762021765,8.155837180134037,8.261909114560545,7.952975538296614,8.131781617364682,8.295036146586597,7.854799249778529,8.49559047140039,8.301639922800334,8.863677376038181,8.236662120363423,8.759967603298376,8.796746055867647,8.393858350319507,0.00813041868781659,0.0536832181902465,0.462188523870779,FALSE,3.8235398336852615,0.47293715172209594,0.604467820854234,0.10535119696079498,FALSE,0.7683895727000603,"fatty-acyl-CoA binding;catalytic activity;acyl-CoA dehydrogenase activity;glutaryl-CoA dehydrogenase activity;binding;fatty acid binding;lipid binding;oxidoreductase activity;oxidoreductase activity, acting on the CH-CH group of donors;carboxylic acid binding;monocarboxylic acid binding;cofactor binding;flavin adenine dinucleotide binding;coenzyme binding",organic acid metabolic process;lipid metabolic process;metabolic process;catabolic process;biosynthetic process;cellular process;cellular ketone metabolic process;cellular metabolic process;primary metabolic process;cellular lipid metabolic process;small molecule metabolic process;cofactor metabolic process,mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,Fatty acid metabolism;Lysine degradation;Benzoate degradation;Tryptophan metabolism
