gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20747.Quantity.log2,D14.20748.Quantity.log2,D14.20749.Quantity.log2,D14.20750.Quantity.log2,D14.20751.Quantity.log2,D21.20752.Quantity.log2,D21.20753.Quantity.log2,D21.20754.Quantity.log2,D21.20755.Quantity.log2,D21.20756.Quantity.log2,M03.20757.Quantity.log2,M03.20758.Quantity.log2,M03.20759.Quantity.log2,M03.20760.Quantity.log2,M03.20761.Quantity.log2,M06.20762.Quantity.log2,M06.20763.Quantity.log2,M06.20764.Quantity.log2,M06.20765.Quantity.log2,M06.20766.Quantity.log2,M12.20768.Quantity.log2,M12.20769.Quantity.log2,M12.20770.Quantity.log2,M12.20771.Quantity.log2,M12.20772.Quantity.log2,M18.20775b.Quantity.log2,M18.20776-40ul.Quantity.log2,M18.20777.Quantity.log2,M18.20778.Quantity.log2,M18.20779.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Dhx9,A0A087WPL5,A0A087WPL5,RNA helicase,149619,108,30,100,64.5,10.875569854974298,10.740381197787379,10.761339752056818,10.946702097542524,10.96648963061397,10.931785885177195,10.51785954101872,10.747926919105485,10.795021613900904,11.291031828383232,11.02600937246316,10.44678862779686,10.539210175678706,11.08227120859476,10.770699679040314,10.862936297826254,10.491364919337869,10.713185531784283,10.577614607760722,11.093285536120735,10.93124816528048,10.5927626884556,10.780335909728407,11.085457384779652,11.034478604487562,11.2404759002614,10.751939742089878,10.78687571442828,10.883337995022776,11.131753362633688,11.278541338895224,10.467236367839334,10.515010389660642,11.016009110679471,11.278312335281669,11.382361222424862,0.5265632850634847,0.650874768965492,-0.11423010291747993,FALSE,-0.6628329928607275,0.4658093641579599,0.67453268580251,0.17044613312037704,FALSE,0.774868277200481,"nucleotide binding;nucleic acid binding;RNA binding;RNA helicase activity;double-stranded RNA binding;catalytic activity;helicase activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;DNA/RNA helicase activity;3'-5' DNA/RNA helicase activity;purine ribonucleoside triphosphate binding","nucleobase-containing compound metabolic process;transcription termination, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process",nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Abi2,A0A087WPP8,A0A087WPP8;P62484;Q6AXD2;Q6AXH6,Abl interactor 2,52482.86,13,30,100,7,6.207346216277624,6.315698224772525,6.132242594715324,6.378012197755814,6.257216638752114,6.336336520685517,6.027336731082156,6.039277861329288,6.32298491946373,6.618446444971129,6.028685124541816,5.947190931153163,6.248478042527664,6.409610150825605,6.545547105603862,6.4276648937523335,5.966727310858592,5.677291129116847,6.211264794940253,6.4568133568205415,6.349116381840386,5.902094175667944,6.383441816894623,6.394418470114324,6.568781167631435,6.641325358470746,5.802022856526988,6.205825757101292,6.213411007546961,6.469857778294666,6.59496579429066,6.074898146206344,5.9275806834347256,6.136682338717653,6.894563750031468,6.647957685037394,0.6922152976547635,0.784670075464726,-0.07510362156229977,FALSE,-0.4109650514866529,0.4065857722536156,0.626591343441337,0.20409392597019327,FALSE,0.8794947913150444,,,cytoskeleton;filopodium;cell projection;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell part,
Msh3,A0A087WQ16,A0A087WQ16;E9QPY6,DNA mismatch repair protein,123404.64,16,19,63.3,4,4.738129281033107,4.646164371659019,4.229078861656169,3.966874938300425,3.2874536856448424,,,4.801830003042375,4.97731407939603,4.423715432572968,4.749657609121056,4.130714460155898,4.526983908598472,4.679704085744526,4.8908479764154915,5.002571427380708,4.363528831548831,4.335327242602531,3.5224463594197575,4.60583994513918,4.318251929570548,3.85387518673578,3.99566848437553,4.723344306996583,,3.294611775093808,,3.2874536856448424,,,,,,,,,0.909753608056464,0.941800659444363,-0.05881906619529875,FALSE,-0.11891721987473974,0.01198086852322524,0.0933802987839615,-1.5820756800875144,FALSE,-3.638572933294626,nucleotide binding;nucleic acid binding;DNA binding;double-stranded DNA binding;single-stranded DNA binding;binding;protein binding;ATP binding;purine nucleotide binding;enzyme binding;adenyl nucleotide binding;mismatched DNA binding;DNA insertion or deletion binding;single base insertion or deletion binding;dinucleotide insertion or deletion binding;single guanine insertion binding;dinucleotide repeat insertion binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;structure-specific DNA binding,nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;organelle organization;metabolic process;cellular process;cellular component organization;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;regulation of DNA metabolic process;chromosome organization;biological regulation,mismatch repair complex;macromolecular complex;protein complex;cell part,Mismatch repair;Pathways in cancer;Colorectal cancer
Morf4l1,A0A087WQB0,A0A087WQB0,Mortality factor 4 like 1,34343.36,14,30,100,5,6.458046008474068,6.615327966768085,6.323045440827579,6.589187498869509,6.317521305005704,6.037237273600655,6.7778961940081555,6.741671576599712,5.881961207333379,6.267052253988605,6.621648810440483,6.546682546983835,6.66274235947471,6.455844294652032,6.545293865124299,6.8660767676055485,6.441720960224751,6.179797346780141,6.401666377052686,6.433785095337465,6.158257424742849,6.725544541588065,6.675327592208968,6.657248112819517,6.3403119465111955,6.547505301219797,6.5146875711533925,6.230313678564862,6.471314143231498,6.059853225701227,6.311437906377544,6.022740813696619,5.862899323756925,6.693432294229135,5.905009117359538,5.702104818961061,0.48964562310285586,0.620273792766153,-0.1350005676464887,FALSE,-0.7442430308423242,0.17871915516904516,0.395768269965287,-0.28580816722692415,FALSE,-1.560143417419575,,chromatin organization;organelle organization;cellular process;cellular component organization;chromosome organization;biological regulation,nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Tmem237,A0A087WQC2,A0A087WQC2,Transmembrane protein 237 (Fragment),25521.74,3,18,60,2,4.7362884476784295,4.7439427613798015,4.140779784733838,4.2482613205854856,,,5.644708531616752,4.5513632742805585,,4.723576896450739,4.025505088365669,4.2619664857025885,4.887121491941799,4.578010059119634,4.6947817861496715,5.297833983985313,4.267390220893774,4.748437028290295,5.326887657580981,3.2287497123384092,3.1324343045657312,4.5412025139930385,4.755222154325009,3.7074282263077816,3.989192387716114,,,,,,,,,,,,0.836426770507066,0.89022935736671,-0.14393629717210477,FALSE,-0.21357508587344665,0.06863508946381314,0.234241137861832,-1.0504433864597225,FALSE,-2.2794746487430935,,cellular process;cellular component organization,cilium;membrane;cell projection;cell part,
Xrn1,A0A087WQN7,A0A087WQN7;F8VQ87,5'-3' exoribonuclease 1,194301.41,29,30,100,9.5,5.872005101516248,5.787412077162155,6.101212894222117,6.276783488365721,6.198355162382582,6.416242143821243,5.818922071147284,5.743842209629658,5.63865034596172,6.284779771997622,5.873831108844959,5.696334557551497,5.595088419379339,5.584491191280886,5.985562287142742,6.075583930456312,5.9383095681493785,6.120207022119175,5.8993586748039615,6.453000665176564,6.095188540861502,5.8325140895648975,6.472800268827243,6.259128039526113,6.396812884572314,6.422662159338041,6.113013540565508,6.418987773136293,6.482472434486156,5.991558953305057,5.985743110419899,6.309485096875901,6.4237060729608135,6.4519331088947975,6.508312838574746,6.387773601799957,0.15951642065769986,0.27803585034672,0.22920779270586863,FALSE,1.5532488491288448,0.02913493602122916,0.148083281826365,0.31502924959912626,FALSE,3.049435180298521,"nucleic acid binding;RNA binding;catalytic activity;nuclease activity;exonuclease activity;binding;5'-3' exonuclease activity;hydrolase activity;hydrolase activity, acting on ester bonds",nucleobase-containing compound metabolic process;RNA catabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;cellular process;RNA metabolic process;mRNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,cytoplasm;cell part,Ribosome biogenesis in eukaryotes;RNA degradation
Tns1,A0A087WQS0,A0A087WQS0,Tensin 1,198978.89,86,30,100,43.5,8.793481131776522,8.709589428677864,9.173242927953558,9.1737090214913,9.159860229594551,9.255066844931093,8.874601038212548,8.780127316219776,8.829329723503644,8.841867973969872,8.641479606976775,8.61855286449107,8.781457271293464,8.519431936108134,8.926817986638419,8.701687084858236,9.283836415534594,9.136515410906323,9.287557112411871,9.018137001916722,9.14016869899828,9.349572533929283,9.280030322580554,9.0495004405305135,9.185865396239976,9.003576414176175,9.135778789269391,9.19239937980502,9.086832073349006,9.072176283424826,9.31211462212451,9.200574328258826,9.277242697806976,9.333026060492664,9.302213993530716,9.162277144566293,4.7122824099089046e-4,0.00555597848210218,0.3797617961770374,TRUE,5.815403915789016,0.2170241271766502,0.438713821581093,0.08182391697753388,FALSE,1.3621159638587017,"catalytic activity;phosphoprotein phosphatase activity;binding;hydrolase activity;hydrolase activity, acting on ester bonds;phosphatase activity;phosphoric ester hydrolase activity;ion binding;cation binding;metal ion binding",,,
Bzw1,A0A087WQS2,A0A087WQS2;Q9CQC6,Basic leucine zipper and W2 domains 1,51209.83,41,30,100,20,9.416065322120346,9.50619981367294,9.769983892172837,9.965263448702533,9.438991610739269,9.477532468937962,9.130547625875336,9.427467715628834,9.12620614289516,9.858600663779953,9.537504462422447,9.701075649182762,9.619152475759364,8.612444803374354,9.679539589175182,9.918786550873037,9.60378841162568,9.759323179217864,9.274078229877013,10.062870440750135,10.149859199393491,9.50790047179432,9.987181593598793,10.029851343521136,10.111467152501104,10.189916682097314,8.427238279922921,9.680769101423332,9.15076125714648,10.148005584984688,9.788183830218918,9.247847276779927,9.604114300588009,9.759643801957296,9.581066768726632,9.194990196637947,0.13083047967499825,0.245411818386557,0.3539185700524907,FALSE,1.6872420184635106,0.17230892534531272,0.387593019334502,-0.2924514232348745,FALSE,-1.5176580002396556,,regulation of translation;biological regulation,cytoplasm;cell part,
Casp8,A0A087WQT6,A0A087WQT6;O89110,Caspase 8,57820.94,24,30,100,9.5,7.490964863568996,7.399858988019784,7.273963686623257,7.430608106151584,7.620313779410817,7.616524602769802,7.847361252427011,7.34108197658594,7.593187185265304,7.523574996769514,7.149618906797211,7.308268195419736,7.377596067593555,7.419143926712282,7.341219642355494,7.55306710801785,7.529832525158363,7.43804763298052,7.240201606226767,7.010825149282246,7.150911519468388,7.303430296406969,7.527078435980189,7.498735771015915,7.49776901648303,7.326027010871817,7.356558760805037,7.660203443764959,7.646978874571452,7.870667706496799,7.567160111415835,7.455478361128449,7.616248976530006,7.825643699138904,7.615658820013259,7.569593157038391,0.19012339333359707,0.316812038719967,-0.21700117694573873,FALSE,-1.438025775068174,0.01892955962126901,0.118921694603447,0.34256091614654505,FALSE,3.0652696913282864,binding;protein binding;enzyme binding;protein domain specific binding;ubiquitin protein ligase binding;death effector domain binding;identical protein binding;scaffold protein binding,proteolysis;metabolic process;response to external stimulus;response to abiotic stimulus;cellular process;protein metabolic process;response to chemical stimulus;macromolecule metabolic process;primary metabolic process;response to stimulus;proteolysis involved in cellular protein catabolic process;protein maturation;biological regulation,nucleoplasm;death-inducing signaling complex;macromolecular complex;protein complex;cell part,
Edem3,A0A087WR24,A0A087WR24;Q2HXL6,"alpha-1,2-Mannosidase",105899.73,9,29,96.7,4,4.676647405403964,4.023714524799571,4.313057520573894,4.458122368191185,4.0582294943680735,4.049469446630637,4.766265224634489,4.5328215136765815,4.728457719171238,4.710781424988675,4.644911144548836,3.9060675041308257,4.1262570393655595,3.4600815041206796,4.407953238198835,4.2182133381819575,4.54273233095144,4.077113649139196,4.944244949310001,4.08262774131857,3.9185689321502646,3.984254769568877,4.384004149620934,4.532239980401265,4.314539129610884,5.075573811753963,4.895887254968257,4.114883093484845,,3.8401387342486433,3.382008894770548,4.327084951066997,4.1952041231106385,4.3987327339264315,3.2913189728652767,4.03500645218384,0.12734590213588637,0.240560359423307,-0.3635898848300698,FALSE,-1.87868435729637,0.365701958363984,0.59234922796001,-0.26358807394325723,FALSE,-0.9590310931487436,"catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;mannosyl-oligosaccharide 1,2-alpha-mannosidase activity;binding;calcium ion binding;mannosidase activity;mannosyl-oligosaccharide mannosidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;ion binding;cation binding;metal ion binding",carbohydrate metabolic process;response to stress;metabolic process;response to chemical stimulus;primary metabolic process;response to stimulus,endoplasmic reticulum;membrane;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Fn1,A0A087WR50,A0A087WR50;Q3UHL6,Fibronectin,262842.3,105,30,100,45.5,8.49421444140582,7.383430790084685,8.541794560078632,8.514916525696396,9.211309901066054,9.443857954895169,8.012432390315393,8.907830186228813,8.496259877264436,8.633810530099252,8.420739223121199,7.568308948813581,7.547790742613267,7.201368804080038,7.492598192618247,7.107087262298298,8.599429365824694,8.47992886480189,8.304760168153498,8.781620753317192,8.543233648295883,8.270696402772641,8.677477604160963,8.53001238699798,8.289246821828144,8.80714941272225,9.50500611534642,8.79593302749569,9.53231918068692,9.376507109717044,8.84678407208419,9.855028319002958,9.344636031511,8.481491883323788,9.993639754928216,9.544493785709882,0.78348078565918855,0.852305893349692,0.04758011867281198,FALSE,0.28719713088196425,0.02493129760586965,0.136924672108075,0.9020633948165367,FALSE,3.2526116391036397,pattern binding;binding;glycosaminoglycan binding;heparin binding;carbohydrate binding;polysaccharide binding,response to stress;cell adhesion;cellular process;biological adhesion;response to stimulus;biological regulation,extracellular region,
Tardbp,A0A087WR97,A0A087WR97,TAR DNA-binding protein 43 (Fragment),26715.19,2,30,100,2,10.397061396840147,10.226255277282107,9.508699599382549,9.37889123298156,9.14758813401777,9.646473652535738,10.418990088551642,10.37425122886392,10.78285057661312,10.161567555442671,10.247647534729374,10.274124594794555,10.735609320804476,10.000782308917534,10.065689272803787,10.055070889090182,9.726950068255675,9.309425282356935,9.739919225555749,9.110993310092123,9.656210110652262,9.797648960630626,8.564956416800074,9.304216220891318,9.783122240365596,9.444512326220186,9.599847593685352,10.161859826683315,8.632452236294844,8.722791274748621,8.620989738676712,9.322208330596313,9.261294670015038,9.734397156086484,9.92581817366472,9.988649932316138,7.404694213008227e-4,0.00728353034215426,-0.8883617974575966,TRUE,-5.365067107666677,0.5049799918893749,0.706810586639141,0.13777405315319058,FALSE,0.6989488023434441,nucleic acid binding;RNA binding;binding,nucleobase-containing compound metabolic process;RNA processing;mRNA processing;nitrogen compound metabolic process;metabolic process;RNA splicing;cellular process;RNA metabolic process;mRNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Mndal,A0A087WRA4,A0A087WRA4,Myeloid nuclear differentiation antigen like,54817.9,21,30,100,9,4.867878874031374,4.842328266258169,6.864265407206692,7.296588774551876,7.333695683194465,7.140361230905478,5.407547853480264,4.444238564480565,4.582784933666901,4.967283964132383,4.937539054396753,4.856659848294916,5.349384501724643,4.905236320978837,4.576141312018201,4.524219348274244,7.012438187540451,6.602062236137736,6.8578610529994135,7.045147394298566,6.80381816505729,7.134486171390079,7.468421694598613,7.322767676222037,7.245187093382802,7.312081237165847,7.319222266933406,7.204660241336917,7.428858639574769,7.414989945292154,7.300747322835077,6.78362355455542,7.23472550010748,7.125313350627165,7.258329954979377,7.299813794257945,5.385581403562988e-5,0.00140440597060274,1.9963865331753183,TRUE,10.718361124078884,0.05594321827200809,0.208668562076652,0.27609582369878627,FALSE,2.243668010551334,,immune system process;cellular process;response to chemical stimulus;response to stimulus;biological regulation,,
Adhfe1,A0A087WRE7,A0A087WRE7;Q8R0N6,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment)",,12,30,100,5,5.338638360626664,5.384190061401081,6.088599094330538,5.820648654036825,6.0869596769769405,6.534062279018959,5.660255571789395,5.403935721240414,5.358915811424939,5.304466495526798,4.965618203151774,5.348661706201347,5.704710414112386,5.008457346560732,5.614656830366524,5.244464009764419,6.1125042540778844,6.061518369466313,6.294724644580252,5.671977443117378,6.302270760410862,5.977353737657271,5.464660410615162,5.8161298608282275,5.560224481529203,6.284874779554258,6.161930694692767,5.86234478817701,5.765632307810305,5.8229337027019445,6.821956891502677,6.56240827512015,6.731577475542464,5.18076524784883,7.080049788456683,7.115510608126662,0.00156537829473195,0.0120243037542024,0.7499607337038743,TRUE,4.689792289529194,0.2867733008388267,0.517612490368532,0.4454631846884203,FALSE,1.1968861544686786,"catalytic activity;alcohol dehydrogenase (NAD) activity;binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;ion binding;cation binding;metal ion binding;hydroxyacid-oxoacid transhydrogenase activity",,mitochondrion;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
